"","OID_","iso","Language","Family","gFam","Autotyp.area","Region","Number.of.tones","specH.mean"
"738",807,"dag","Dagbani","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0159259896855089
"739",60,"dta","Dagur","Mongolic","Mongolic","Northern Eurasia ","Eurasia",0,0.00562721871355866
"740",2123,"dal","Dahalo","Afro-Asiatic","Afro-Asiatic","Southern Africa ","Africa",2,0.0144298070920746
"741",2643,"dij","Dai","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"742",2017,"daj","Daju_Dar Fur","Nilo-Saharan","Daju","West Africa ","Africa",3,0.0136087944514375
"743",2644,"bpa","Dakaka","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"744",1330,"dka","Dakpa","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0134201578290598
"745",124,"ngk","Dalabon","Gunwinyku","Gunwinyguan","Northern Australia ","Australia",0,0.0135422225157343
"746",4171,"dlm","Dalmatian","Indo-European","Indo-European","Europe ","Eurasia",0,0.00931270212373737
"747",1235,"uhn","Damal","Damal","Uhunduni","New Guinea Highlands ","Pacific",3,0.0182960252874903
"748",2645,"uhn-2","Damal Wa","Damal","Uhunduni","New Guinea Highlands ","Pacific",0,0.0182960252874903
"749",2678,"dmr","Damar_East","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180504046095571
"750",1443,"drn","Damar_West","Austronesian","Austronesian","Pacific ","Pacific",0,0.0180504046095571
"751",3706,"dml","Dameli","Indo-European","Indo-European","South Asia ","Eurasia",0,0.00991347902719503
"752",2646,"dad","Dami","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0169529563714064
"753",1343,"xxx-7","Damin","Tangkic",NA,"Northern Australia ","Australia",0,0.0104783284838772
"754",802,"dnj","Dan","Mande",NA,"West Africa ","Africa",8,0.0175634382187257
"755",3707,"dnu","Danau","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",2,0.0127122379887335
"756",3484,"bea","Danezaa","Na-Dene","Athapaskan-Eyak-Tlingit","Western North America ","North America",2,0.00485812285266123
"757",2018,"daa","Dangal?at_Western","Afro-Asiatic",NA,"West Africa ","Africa",2,0.0130434648855866
"758",2724,"thl","Danggaura Tharu","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0113968300551671
"759",2124,"daa-2","Dangla","Afro-Asiatic","Afro-Asiatic","West Africa ","Africa",4,0.0130434648855866
"760",1091,"dni","Dani","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0177979303535354
"761",2647,"dni-3","Dani Aikhe","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"762",2648,"dni-2","Dani Bele","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"763",2649,"dnt","Dani Gorge","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"764",2650,"dni-4","Dani Hablifoeri","Trans New Guinea",NA,"New Guinea Highlands ","Pacific",0,0.0174310816744367
"765",2651,"dni-5","Dani Mugogo","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"766",2652,"wlw","Dani Wodo","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0177979303535354
"767",560,"dan","Danish","Indo-European","Indo-European","Europe ","Eurasia",0,0.00617641659032634
"768",2125,"shg","Danisi","Khoe","Khoe-Kwadi","Southern Africa ","Africa",4,0.00882960398154623
"769",3708,"xxx-52","Danyang","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",8,0.0108356811536519
"770",3709,"tyz","Dao_Ngan_Tay","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",4,0.0131134044335664
"771",1393,"dry","Darai","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0126320440712898
"772",3710,"dar-2","Dargi","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00676271497804973
"773",718,"dar","Dargwa","Nakh-Daghestanian","Nakh-Daghestanian","Middle East ","Eurasia",0,0.00676271497804973
"774",3711,"prs","Dari","Indo-European","Indo-European","South Asia ","Eurasia",0,0.0055053160503108
"775",1370,"drd","Darma","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0112683775868298
"776",2126,"dsh","Dasenech","Afro-Asiatic","Afro-Asiatic","Ethiopia ","Africa",4,0.0135805168785936
"777",2653,"dww","Dawawa","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0183432960975136
"778",2654,"ddw","Dawera-Daweloor","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"779",3712,"rbb","Deang_Guangka","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",8,0.0122121606353924
"780",2127,"dil","Debri","Nilo-Saharan","Nubian","West Africa ","Africa",3,0.0136004093560606
"781",2655,"ded","Dedua","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"782",804,"deg","Degema","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0185134842851593
"783",3713,"tdd","Dehong","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",7,0.012746097297397
"784",2656,"tad-2","Deirate","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",4,0.0182960252874903
"785",463,"mch","Dekwana","Cariban","Cariban","Amazon ","South America",0,0.0165718901748252
"786",2657,"row","Dela-Oenale","Austronesian","Austronesian","Pacific ","Pacific",0,0.0184341980011655
"787",3485,"unm","Delaware","Algic","Algic","Eastern North America ","North America",0,0.00884730712373737
"788",470,"mbp","Demena","Chibchan","Chibchan","Amazon ","South America",0,0.0188008877466977
"789",1509,"tfn","Denaina","Na-Dene","Athapaskan-Eyak-Tlingit","Pacific Northwest ","North America",0,0.00469129108119658
"790",2128,"dec","Dengebu","Kordofanian","Narrow_Talodi","West Africa ","Africa",2,0.0152365081353924
"791",2658,"stc","Deni","Austronesian",NA,"Pacific ","Pacific",0,0.0190551186091686
"792",1358,"sip","Denjongkha","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0136147084446387
"793",3486,"dny","Den?","Arawﬂ",NA,"Amazon ","South America",0,0.0173890774747475
"794",3487,"des","Desano","Tucanoan","Tucanoan","Amazon ","South America",2,0.0184068211247086
"795",2447,"dhl","Dhalandji","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00776166457847708
"796",1525,"nfa","Dhao","Austronesian","Austronesian","Pacific ","Pacific",0,0.018456621961927
"797",1295,"tbh","Dharawal","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00779556323426573
"798",1302,"xxx-8","Dharuk","Pama-Nyungan",NA,"Australia ","Australia",0,0.00779556323426573
"799",158,"bjy","Dharumbal","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0114375755543901
"800",1394,"dhi","Dhimal","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"801",2130,"bxd","Dholuo","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0122121606353924
"802",2363,"ddr","Dhudhuroa","Pama-Nyungan",NA,"Australia ","Australia",0,0.00679459263830614
"803",2364,"xxx-74","Dhurgal","Pama-Nyungan",NA,"Australia ","Australia",0,0.00779556323426573
"804",3382,"dia-2","Dia","Torricelli","Nuclear_Torricelli","North New Guinea ","Pacific",0,0.0174953291414141
"805",2660,"mbd","Dibabawon Manobo","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189142324145299
"806",2131,"dic","Dida","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0181313548445998
"807",3714,"tdr","Didra","Austro-Asiatic","Austroasiatic","Southeast Asia ","Eurasia",0,0.0163622158080808
"808",540,"dih","Diegue±o","Yuman",NA,"California ","North America",0,0.00832576455963481
"809",3422,"mhu","Digaru Mishmi","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0112710773405206
"810",2134,"dur","Dii","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0144215465252525
"811",1379,"dis","Dimasa","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0137841268422688
"812",1462,"diq","Dimili","Indo-European","Indo-European","Middle East ","Eurasia",0,0.00696122578341103
"813",1471,"bod-4","Dingri","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0094298995042735
"814",2132,"aft","Dinik","Nilo-Saharan","Nyimang","West Africa ","Africa",0,0.0136004093560606
"815",876,"dip","Dinka","Nilo-Saharan","Nilotic","West Africa ","Africa",3,0.0156155664749417
"816",833,"dyo","Diola","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.0150291238704351
"817",2661,"dix","Dixon Reef","Austronesian","Austronesian","Pacific ","Pacific",0,0.0179532961868687
"818",159,"dif","Diyari","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.00519469921192696
"819",23,"mdx","Dizi","Afro-Asiatic","Dizoid","Ethiopia ","Africa",4,0.0141407516427739
"820",160,"dyy","Djabugay","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0123180873482906
"821",161,"djr","Djambarrpuyngu","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0157685866274281
"822",162,"duj","Djapu","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0135774683457653
"823",163,"ddj","Djaru","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.00668816386402486
"824",3488,"jbt-2","Djeoromitxi","Macro-Je","Nuclear-Macro-Je","Amazon ","South America",0,0.0149232652614608
"825",164,"dji","Djinang","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0157685866274281
"826",220,"jig","Djingili","Mirndi","Mirndi","Northern Australia ","Australia",0,0.00873787745687646
"827",957,"kbv","Dla","Trans New Guinea","Senagi","North New Guinea ","Pacific",0,0.0174953291414141
"828",1263,"kvo","Dobel","Austronesian","Austronesian","Pacific ","Pacific",0,0.0189637916686092
"829",2662,"dob","Dobu","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0183432960975136
"830",800,"dba","Dogon","Niger-Kongo",NA,"West Africa ","Africa",2,0.0116306839918415
"831",3489,"dgr","Dogrib","Na-Dene","Athapaskan-Eyak-Tlingit","Eastern North America ","North America",2,0.00349247428045843
"832",1281,"otd","Dohoi","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018878377503885
"833",1465,"dre","Dolpo","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0106403479203574
"834",1292,"doa","Dom","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0169529563714064
"835",1050,"doc","Dong","Tai-Kadai","Tai-Kadai","Southeast Asia ","Eurasia",4,0.013779116725913
"836",732,"doo","Dongolawi","Nilo-Saharan","Atlantic-Congo","North Africa ","Africa",0,0.00815219824261849
"837",1371,"khg","Dongwang","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",3,0.00926737612432012
"838",2664,"dor","Dori'o","Austronesian","Austronesian","Pacific ","Pacific",0,0.0191850258547009
"839",2663,"wwo","Dorig","Austronesian","Austronesian","Pacific ","Pacific",0,0.018575786981352
"840",2665,"kqc","Doromu_Koki","Trans New Guinea","Manubaran","South New Guinea ","Pacific",0,0.0182786253146853
"841",655,"tds","Doutai","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",6,0.0177979303535354
"842",733,"dow","Doyayo","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0144215465252525
"843",309,"dhv","Drehu","Austronesian","Austronesian","Pacific ","Pacific",0,0.0152260568686869
"844",1473,"bod-5","Drokpa","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0106403479203574
"845",2133,"ybb","Dschang","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0174789068939394
"846",752,"dua","Duala","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0180563223115773
"847",2666,"dva","Duau","Austronesian","Austronesian","South New Guinea ","Pacific",0,0.0183432960975136
"848",816,"dud","Duka","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",4,0.0137932377480575
"849",1023,"duu","Dulong","Tibeto-Burman","Sino-Tibetan","Southeast Asia ","Eurasia",2,0.0115538669343434
"850",2668,"dgc","Dumagat_Casiguran","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182355565112665
"851",573,"dmk","Dumaki","Indo-European","Indo-European","South Asia ","Eurasia",2,0.00519232456216006
"852",2669,"duf","Dumbea","Austronesian","Austronesian","Pacific ","Pacific",0,0.0150983943958819
"853",1333,"dus","Dumi","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",0,0.0136147084446387
"854",1037,"vam","Dumo","Skou","Sko","North New Guinea ","Pacific",3,0.0184464697552448
"855",2670,"dui","Dumun_Saep","Trans New Guinea","Nuclear_Trans_New_Guinea","North New Guinea ","Pacific",0,0.016431737020202
"856",1093,"duc","Duna","Trans New Guinea","Duna","New Guinea Highlands ","Pacific",2,0.0179879601573427
"857",1403,"drq","Dura","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0106403479203574
"858",2671,"dun","Dusun_Deyah","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0198013607031857
"859",2672,"duq","Dusun_Malang","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0182497642851593
"860",2674,"kzt","Dusun_Tambunan","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.018413293978244
"861",2673,"duw","Dusun_Witu","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0194632489879565
"862",2675,"vam-2","Dusur","Skou","Sko","North New Guinea ","Pacific",4,0.0184464697552448
"863",561,"nld","Dutch","Indo-European","Indo-European","Europe ","Eurasia",0,0.00702505466802642
"864",2365,"wkw","Duungidjawu","Pama-Nyungan","Pama-Nyungan","Australia ","Australia",0,0.0100988787560218
"865",2676,"duv","Duvle","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",5,0.0182960252874903
"866",2677,"gve","Duwet","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.016431737020202
"867",2135,"gng","Dye","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0159259896855089
"868",165,"dbl","Dyirbal","Pama-Nyungan","Pama-Nyungan","Northern Australia ","Australia",0,0.0123180873482906
"869",2063,"dzl","Dzala","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",2,0.0134201578290598
"870",1282,"dzo","Dzongkha","Tibeto-Burman","Sino-Tibetan","South Asia ","Eurasia",4,0.0137997874213287
"871",1198,"kwa","D?w","Nadahup",NA,"Amazon ","South America",3,0.0184831711013986
"872",2129,"anv","D?nyﬂ","Niger-Kongo",NA,"West Africa ","Africa",0,0.0174789068939394
"873",2136,"hbn","Ebang","Kordofanian","Heiban","West Africa ","Africa",3,0.0136004093560606
"874",837,"igb","Ebrie","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0183151742871018
"875",451,"etr","Edolo","Trans New Guinea","Bosavi","New Guinea Highlands ","Pacific",2,0.0179879601573427
"876",3043,"llp","Efate_North_Nguna","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"877",3195,"erk","Efate_South","Austronesian",NA,"Pacific ","Pacific",0,0.0171321868473193
"878",796,"efi","Efik","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0184405448659674
"879",825,"ega","Ega","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0181313548445998
"880",1413,"xxx-9","Egyptian_Ancient","Afro-Asiatic",NA,"North Africa ","Africa",0,0.00615729788733489
"881",2681,"eip","Eipomek","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0175709102758353
"882",2682,"eiv","Eivo","West Bougainville","North_Bougainville","Pacific ","Pacific",0,0.0190899393609169
"883",2019,"etu","Ejagham","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0174789068939394
"884",1140,"ekg","Ekagi","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",2,0.0182960252874903
"885",2137,"eko","Ekoti","Niger-Kongo","Atlantic-Congo","Southern Africa ","Africa",2,0.0166016039257964
"886",4118,"elx","Elamite","Elamite","Elamite","Middle East ","Eurasia",0,0.0123767810405983
"887",2138,"elm","Eleme","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",5,0.0185134842851593
"888",1388,"dbf","Elopi","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",5,0.0182960252874903
"889",2139,"afo","Eloyi","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",3,0.0174586344959207
"890",2683,"mrf","Elseng","Trans New Guinea","Elseng","New Guinea Highlands ","Pacific",2,0.0175709102758353
"891",337,"mme","Emae","Austronesian","Austronesian","Pacific ","Pacific",0,0.0171321868473193
"892",2140,"ema","Emai","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",0,0.017759444771756
"893",1458,"emb","Embaloh","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0188111469405594
"894",484,"bdc","Embera_Baudo","Chocoan","Chocoan","Andes ","South America",0,0.0169449435547786
"895",483,"cmi","Embera_Cham?","Chocoan",NA,"Andes ","South America",0,0.0169449435547786
"896",3490,"cto","Embera_Choco","Chocoan",NA,"Andes ","South America",0,0.0190656396250971
"897",3491,"tdc","Embera_Saija","Chocoan","Chocoan","Andes ","South America",0,0.0176211136790987
"898",3492,"tdc-2","Embera_SanJuan","Chocoan","Chocoan","Andes ","South America",0,0.0169449435547786
"899",3896,"emp","Emberﬂ_Northern","Chocoan","Chocoan","Andes ","South America",0,0.0127244460359363
"900",3973,"eme","Emerillon","Tupi","Tupian","Amazon ","South America",0,0.0165324640850816
"901",2366,"anm","Emmi","Tibeto-Burman",NA,"Southeast Asia ","Eurasia",0,0.0137841268422688
"902",2684,"emw","Emplawas","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182318798659674
"903",3974,"unk","Enawen?-Naw?","Arawak",NA,"Amazon ","South America",0,0.0149621472208625
"904",2685,"end","Ende","Austronesian","Austronesian","Pacific ","Pacific",0,0.0182076588655789
"905",2686,"enq","Enga","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",3,0.0179879601573427
"906",805,"enn","Engenni","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0187216013752914
"907",424,"eno","Enggano","Austronesian","Austronesian","Southeast Asia ","Pacific",0,0.0186974849786325
"908",562,"eng","English","Indo-European","Indo-European","Europe ","Eurasia",0,0.00713321481934732
"909",3975,"sja","Epena","Chocoan","Chocoan","Andes ","South America",0,0.0160433382148407
"910",2141,"epi","Epie","Niger-Kongo","Atlantic-Congo","West Africa ","Africa",2,0.0187216013752914
"911",2687,"kjy","Erave","Trans New Guinea","Nuclear_Trans_New_Guinea","New Guinea Highlands ","Pacific",0,0.0169529563714064
"912",2688,"twp","Ere","Austronesian","Austronesian","North New Guinea ","Pacific",0,0.0195728509654235
"913",2689,"ert","Eritai","Lakes Plains","Lakes_Plain","New Guinea Highlands ","Pacific",4,0.0184150213869464
"914",2367,"err","Erre","Giimbiyu","Giimbiyu","Northern Australia ","Australia",0,0.0157860214772727
"915",4148,"emx","Erromintxela","Indo-European",NA,"Europe ","Eurasia",0,0.0067097332024087
